epoch,elapsed (s),Loss,IC,BC,F
0,0.09,5.916e+00,2.221e+00,3.693e+00,2.834e-03
1000,83.91,6.079e-02,5.316e-02,7.211e-03,4.126e-04
2000,166.35,5.323e-02,4.416e-02,7.075e-03,1.994e-03
3000,247.95,1.558e-02,9.493e-03,2.564e-03,3.525e-03
4000,332.56,7.745e-03,4.939e-03,9.536e-04,1.852e-03
5000,416.28,4.636e-03,4.062e-03,1.255e-04,4.487e-04
6000,500.28,4.219e-03,3.905e-03,9.262e-05,2.213e-04
7000,582.45,4.075e-03,3.732e-03,9.432e-05,2.481e-04
8000,665.62,3.890e-03,3.598e-03,8.387e-05,2.081e-04
9000,749.07,3.770e-03,3.432e-03,8.100e-05,2.573e-04
10000,830.90,3.470e-03,3.154e-03,6.373e-05,2.523e-04
11000,912.32,2.038e-03,1.518e-03,4.690e-05,4.731e-04
12000,993.66,1.303e-04,5.742e-05,6.969e-06,6.587e-05
13000,1076.77,3.415e-04,2.001e-05,2.576e-05,2.957e-04
14000,1158.85,4.211e-05,8.734e-06,3.485e-06,2.989e-05
15000,1242.41,2.030e-05,5.424e-06,2.261e-06,1.261e-05
16000,1326.23,1.867e-05,3.691e-06,2.034e-06,1.295e-05
17000,1407.42,2.623e-05,5.124e-06,3.780e-06,1.732e-05
18000,1488.79,1.154e-05,2.403e-06,1.847e-06,7.289e-06
19000,1570.91,7.544e-05,2.707e-06,1.304e-05,5.970e-05
20000,1652.85,8.018e-05,4.355e-06,1.033e-05,6.550e-05
