variant,n_completed,n_expected,mse_mean,mse_std,mse_min,best_on_test_mse,best_on_test_scale_divisor,val_selected_scale_divisor,val_selected_test_mse,val_selected_test_qlike,mean_wall_clock_s,test_mse_S1_at_val_selected,test_mse_S5_at_val_selected
PQR1,100,100,0.17149910457173845,0.04245386141046738,0.106659423631226,0.106659423631226,8,8,0.106659423631226,1.4830419123551593,0.2242,0.106659423631226,0.15983727691088603
PQR2,100,100,0.1371973195835442,0.02827889007891938,0.10040299455930271,0.10040299455930271,8,4,0.12088713505404777,1.6518764792838712,0.40670000000000006,0.12088713505404777,0.16946999139651617
