variant,n_completed,n_expected,mse_mean,mse_std,mse_median,mse_min,mse_max,mse_q05,best_on_test_instance,best_on_test_mse,val_selected_instance,val_selected_test_mse,val_selected_test_qlike
QR1,100,100,0.1095241408517372,0.002632220234816443,0.10944794305381018,0.10318007163679087,0.1142405916482763,0.1051158789398232,89,0.10318007163679087,50,0.10634983546756033,1.46791813742032
QR2,100,100,0.10981477587457007,0.0035890160764835326,0.1095166092333581,0.1017656023240223,0.11677088957685515,0.10374659650007041,43,0.1017656023240223,96,0.10732522019109522,1.4823389987336137
