epoch,elapsed (s),Loss,IC,BC,F
0,0.08,5.247e+00,2.033e+00,2.992e+00,2.226e-01
1000,79.24,4.248e-02,3.592e-02,1.233e-03,5.323e-03
2000,158.58,8.957e-03,7.520e-03,1.882e-04,1.249e-03
3000,239.31,3.666e-03,3.068e-03,7.619e-05,5.223e-04
4000,318.30,7.701e-04,5.090e-04,3.282e-05,2.283e-04
5000,397.00,2.639e-04,1.494e-04,1.317e-05,1.014e-04
6000,481.90,1.150e-04,5.735e-05,5.505e-06,5.213e-05
7000,564.18,6.524e-05,2.827e-05,3.030e-06,3.394e-05
8000,643.39,2.305e-04,2.537e-05,2.190e-05,1.833e-04
9000,721.93,2.955e-05,8.640e-06,7.812e-07,2.013e-05
10000,802.23,1.913e-05,5.887e-06,6.603e-07,1.258e-05
11000,881.59,3.085e-05,4.646e-06,1.321e-06,2.489e-05
12000,960.32,7.267e-06,2.916e-06,1.618e-07,4.190e-06
13000,1039.19,6.507e-06,3.099e-06,1.282e-07,3.279e-06
14000,1118.94,6.079e-06,2.153e-06,1.249e-07,3.800e-06
15000,1198.51,5.746e-06,2.634e-06,1.335e-07,2.978e-06
16000,1278.94,4.142e-06,1.774e-06,1.256e-07,2.242e-06
17000,1359.24,6.421e-05,4.427e-06,4.063e-06,5.572e-05
18000,1438.98,4.116e-06,2.264e-06,4.730e-08,1.804e-06
19000,1519.42,2.811e-06,1.212e-06,3.092e-07,1.290e-06
20000,1602.29,3.247e-06,1.615e-06,1.574e-07,1.475e-06
