epoch,elapsed (s),Loss,IC,BC,F
0,0.08,7.765e+00,2.821e+00,4.912e+00,3.265e-02
1000,82.62,4.751e-02,3.829e-02,5.304e-03,3.917e-03
2000,164.63,3.043e-02,2.082e-02,3.036e-03,6.567e-03
3000,247.24,1.999e-02,1.252e-02,2.749e-03,4.726e-03
4000,330.72,1.593e-02,1.030e-02,2.391e-03,3.239e-03
5000,413.78,1.204e-02,9.244e-03,1.321e-03,1.479e-03
6000,496.97,1.064e-02,8.969e-03,8.970e-04,7.767e-04
7000,579.83,9.398e-03,8.253e-03,6.213e-04,5.238e-04
8000,661.73,8.433e-03,7.637e-03,4.364e-04,3.589e-04
9000,744.39,7.610e-03,7.113e-03,2.333e-04,2.639e-04
10000,826.17,7.103e-03,6.693e-03,1.354e-04,2.744e-04
11000,910.19,6.973e-03,6.486e-03,9.851e-05,3.880e-04
12000,994.11,6.501e-03,6.189e-03,6.050e-05,2.509e-04
13000,1080.02,5.989e-03,5.680e-03,4.609e-05,2.623e-04
14000,1161.91,5.571e-03,5.192e-03,4.107e-05,3.380e-04
15000,1246.30,5.326e-03,4.917e-03,3.746e-05,3.710e-04
16000,1331.30,5.137e-03,4.724e-03,9.123e-05,3.212e-04
17000,1413.87,4.822e-03,4.443e-03,4.254e-05,3.363e-04
18000,1497.10,4.356e-03,3.974e-03,5.012e-05,3.316e-04
19000,1581.08,3.762e-03,3.498e-03,5.045e-05,2.139e-04
20000,1666.00,2.993e-03,2.781e-03,4.471e-05,1.675e-04
