epoch,elapsed (s),Loss,IC,BC,F
0,0.05,2.822e+00,1.999e+00,8.222e-01,5.412e-04
1000,3.00,1.096e-02,8.305e-03,2.786e-04,2.380e-03
2000,5.92,6.170e-03,6.095e-03,8.724e-06,6.587e-05
3000,8.84,5.566e-03,5.521e-03,3.006e-06,4.161e-05
4000,11.77,2.710e-03,2.657e-03,9.116e-07,5.161e-05
5000,14.71,7.477e-04,7.351e-04,1.122e-06,1.146e-05
6000,17.65,1.290e-04,1.215e-04,1.467e-07,7.363e-06
7000,20.57,4.690e-05,2.461e-05,3.379e-07,2.196e-05
8000,23.55,3.017e-05,7.764e-06,5.292e-07,2.188e-05
9000,26.51,4.068e-06,2.919e-06,6.833e-08,1.080e-06
10000,29.43,2.727e-06,1.747e-06,5.019e-08,9.306e-07
11000,32.34,1.455e-06,7.570e-07,2.615e-08,6.721e-07
12000,35.26,2.136e-05,1.547e-06,1.648e-06,1.816e-05
13000,38.18,2.772e-04,8.026e-06,1.149e-05,2.577e-04
14000,41.11,1.591e-06,4.200e-07,1.675e-07,1.003e-06
15000,44.07,9.845e-07,4.365e-07,2.231e-08,5.257e-07
16000,47.05,8.443e-06,8.014e-07,2.772e-07,7.365e-06
17000,49.99,2.345e-06,7.571e-07,5.529e-07,1.035e-06
18000,52.95,5.128e-07,3.068e-07,6.191e-09,1.998e-07
19000,55.90,9.433e-07,3.002e-07,5.894e-08,5.841e-07
20000,58.85,5.454e-07,3.031e-07,1.678e-08,2.255e-07
