epoch,elapsed (s),Loss,IC,BC,F
0,0.08,4.199e+00,3.242e+00,9.975e-08,9.572e-01
1000,80.21,2.445e-02,2.212e-02,1.296e-06,2.327e-03
2000,159.66,1.928e-02,1.841e-02,1.231e-06,8.681e-04
3000,238.01,1.997e-02,1.917e-02,1.709e-06,7.978e-04
4000,317.71,1.857e-02,1.784e-02,1.889e-06,7.204e-04
5000,398.26,2.230e-02,2.163e-02,1.523e-06,6.639e-04
6000,475.93,2.066e-02,1.988e-02,1.638e-06,7.834e-04
7000,553.77,1.791e-02,1.719e-02,2.193e-06,7.147e-04
8000,631.05,1.953e-02,1.887e-02,1.921e-06,6.579e-04
9000,708.53,2.121e-02,2.058e-02,1.970e-06,6.328e-04
10000,785.75,1.819e-02,1.750e-02,1.958e-06,6.887e-04
11000,864.34,2.135e-02,2.063e-02,1.575e-06,7.138e-04
12000,943.11,2.281e-02,2.208e-02,1.513e-06,7.332e-04
13000,1025.50,1.690e-02,1.613e-02,2.082e-06,7.673e-04
14000,1106.97,2.150e-02,2.080e-02,1.751e-06,7.022e-04
15000,1187.06,1.745e-02,1.669e-02,1.668e-06,7.533e-04
16000,1265.79,1.713e-02,1.646e-02,1.748e-06,6.625e-04
17000,1343.67,2.094e-02,2.017e-02,2.352e-06,7.632e-04
18000,1422.26,1.773e-02,1.707e-02,1.811e-06,6.539e-04
19000,1503.39,2.102e-02,2.024e-02,1.623e-06,7.828e-04
20000,1584.04,2.139e-02,2.073e-02,1.918e-06,6.584e-04
