epoch,elapsed (s),Loss,IC,BC,F
0,0.16,2.475e+00,2.406e+00,4.838e-33,6.919e-02
1000,161.00,1.789e-02,1.478e-02,1.783e-32,3.114e-03
2000,322.95,1.369e-02,1.109e-02,1.676e-32,2.603e-03
3000,484.83,6.996e-03,4.176e-03,1.923e-32,2.820e-03
4000,646.16,1.333e-03,2.225e-04,2.613e-32,1.110e-03
5000,809.14,3.625e-04,2.673e-05,2.835e-32,3.358e-04
6000,971.58,1.484e-04,9.183e-06,3.049e-32,1.392e-04
7000,1133.90,8.634e-05,4.333e-06,2.654e-32,8.200e-05
8000,1293.46,4.412e-05,2.451e-06,2.227e-32,4.166e-05
9000,1453.07,2.402e-05,1.494e-06,2.876e-32,2.252e-05
10000,1614.39,1.378e-05,5.378e-07,2.219e-32,1.324e-05
11000,1774.99,9.285e-06,4.129e-07,3.295e-32,8.872e-06
12000,1937.83,6.251e-06,3.472e-07,2.638e-32,5.904e-06
13000,2100.61,5.104e-06,3.794e-07,2.662e-32,4.725e-06
14000,2260.34,3.964e-06,3.222e-07,2.712e-32,3.641e-06
15000,2420.09,2.944e-06,3.095e-07,3.377e-32,2.635e-06
16000,2579.80,2.606e-06,1.709e-07,3.353e-32,2.435e-06
17000,2741.03,2.027e-06,2.905e-07,2.786e-32,1.737e-06
18000,2902.42,1.700e-06,1.185e-07,3.270e-32,1.581e-06
19000,3063.87,1.398e-06,8.688e-08,3.238e-32,1.311e-06
20000,3226.71,1.265e-06,9.251e-08,3.164e-32,1.172e-06
