epoch,elapsed (s),Loss,IC,BC,F
0,0.17,2.451e+00,2.427e+00,1.690e-33,2.405e-02
1000,177.00,2.131e-02,1.914e-02,9.368e-33,2.174e-03
2000,350.33,2.170e-02,2.094e-02,1.643e-32,7.672e-04
3000,523.91,1.358e-02,1.100e-02,1.397e-32,2.577e-03
4000,700.07,1.030e-03,2.764e-04,3.106e-32,7.541e-04
5000,874.77,2.126e-04,4.871e-05,3.040e-32,1.639e-04
6000,1053.60,8.245e-05,2.842e-05,2.876e-32,5.403e-05
7000,1232.24,4.631e-05,1.828e-05,4.791e-32,2.803e-05
8000,1406.09,2.681e-05,1.078e-05,4.117e-32,1.604e-05
9000,1583.50,1.568e-05,7.501e-06,5.481e-32,8.181e-06
10000,1762.16,9.721e-06,4.118e-06,5.021e-32,5.603e-06
11000,1936.78,6.830e-06,2.988e-06,5.654e-32,3.842e-06
12000,2111.75,5.091e-06,2.544e-06,7.075e-32,2.548e-06
13000,2287.60,4.188e-06,2.297e-06,5.341e-32,1.891e-06
14000,2461.38,2.473e-06,8.708e-07,4.791e-32,1.602e-06
15000,2634.19,1.667e-06,7.294e-07,5.029e-32,9.378e-07
16000,2806.06,1.208e-06,3.333e-07,7.190e-32,8.750e-07
17000,2980.94,9.397e-07,2.517e-07,9.031e-32,6.881e-07
18000,3155.32,6.446e-07,1.337e-07,7.338e-32,5.109e-07
19000,3327.61,9.471e-07,1.697e-07,7.281e-32,7.775e-07
20000,3501.91,4.847e-07,1.302e-07,6.820e-32,3.545e-07
