epoch,elapsed (s),Loss,IC,BC,F
0,0.16,2.858e+00,2.732e+00,3.307e-33,1.253e-01
1000,153.92,2.064e-02,1.523e-02,4.980e-32,5.412e-03
2000,308.21,1.578e-02,1.318e-02,5.612e-32,2.603e-03
3000,463.16,9.981e-03,6.933e-03,5.999e-32,3.048e-03
4000,618.61,2.465e-03,9.139e-04,4.602e-32,1.551e-03
5000,773.90,4.014e-04,5.391e-05,4.774e-32,3.475e-04
6000,928.03,1.234e-04,2.233e-05,5.990e-32,1.010e-04
7000,1082.61,5.851e-05,1.124e-05,6.582e-32,4.727e-05
8000,1236.43,2.584e-05,3.762e-06,3.657e-32,2.208e-05
9000,1391.93,1.223e-05,1.321e-06,7.576e-32,1.091e-05
10000,1547.06,7.349e-06,5.783e-07,7.774e-32,6.771e-06
11000,1702.47,3.601e-06,2.122e-07,5.514e-32,3.389e-06
12000,1857.35,2.207e-06,1.254e-07,5.399e-32,2.082e-06
13000,2011.77,1.746e-06,6.733e-08,5.612e-32,1.679e-06
14000,2165.80,1.016e-06,4.237e-08,6.179e-32,9.733e-07
15000,2320.68,1.103e-06,6.911e-08,4.782e-32,1.034e-06
16000,2476.15,6.698e-07,3.472e-08,4.865e-32,6.351e-07
17000,2630.89,5.295e-07,2.296e-08,4.487e-32,5.065e-07
18000,2786.02,4.119e-07,2.349e-08,6.557e-32,3.884e-07
19000,2940.67,3.469e-07,1.700e-08,5.021e-32,3.299e-07
20000,3094.85,2.594e-07,8.206e-09,6.730e-32,2.512e-07
