epoch,elapsed (s),Loss,IC,BC,F
0,0.00,5.088e+00,3.013e+00,2.076e+00,5.935e-05
1000,3.70,1.941e-02,1.601e-02,9.175e-04,2.486e-03
2000,7.26,6.684e-03,6.462e-03,2.474e-05,1.972e-04
3000,10.86,3.141e-03,3.047e-03,9.612e-06,8.451e-05
4000,14.42,5.838e-04,4.812e-04,3.664e-06,9.900e-05
5000,18.05,1.346e-04,8.730e-05,2.407e-06,4.491e-05
6000,21.66,4.137e-05,2.502e-05,1.822e-06,1.453e-05
7000,25.26,2.241e-05,1.230e-05,1.057e-06,9.056e-06
8000,28.88,4.302e-04,2.086e-05,5.254e-06,4.041e-04
9000,32.43,9.547e-06,6.969e-06,3.595e-07,2.218e-06
10000,36.01,3.365e-05,1.373e-05,8.934e-06,1.098e-05
11000,39.58,7.849e-06,6.091e-06,2.222e-07,1.536e-06
12000,43.20,7.745e-06,5.125e-06,1.189e-07,2.501e-06
13000,47.12,6.457e-06,5.013e-06,9.783e-08,1.347e-06
14000,50.72,5.614e-06,4.120e-06,1.591e-07,1.335e-06
15000,54.53,1.325e-05,4.832e-06,9.242e-07,7.495e-06
16000,58.23,5.933e-06,4.094e-06,2.629e-07,1.576e-06
17000,61.85,3.951e-06,3.392e-06,5.449e-08,5.038e-07
18000,65.44,4.915e-06,4.053e-06,3.995e-08,8.219e-07
19000,69.03,3.835e-06,3.203e-06,5.323e-08,5.792e-07
20000,72.64,3.817e-06,3.295e-06,9.127e-08,4.309e-07
