epoch,elapsed (s),Loss,IC,BC,F
0,0.01,7.920e+00,3.013e+00,4.907e+00,5.935e-05
1000,4.21,5.365e-02,4.250e-02,9.875e-03,1.269e-03
2000,8.23,4.645e-02,3.019e-02,1.017e-02,6.087e-03
3000,12.29,4.191e-02,2.640e-02,9.496e-03,6.013e-03
4000,16.50,1.043e-02,5.784e-03,2.130e-03,2.520e-03
5000,20.62,4.856e-03,2.865e-03,9.770e-04,1.014e-03
6000,24.98,1.373e-03,6.440e-04,2.758e-04,4.535e-04
7000,29.26,5.675e-04,2.216e-04,1.361e-04,2.097e-04
8000,33.62,2.836e-04,1.185e-04,7.794e-05,8.718e-05
9000,37.77,1.689e-04,6.873e-05,3.967e-05,6.054e-05
10000,41.84,2.081e-04,5.440e-05,4.866e-05,1.051e-04
11000,45.81,7.290e-05,2.929e-05,1.495e-05,2.866e-05
12000,50.01,6.765e-05,2.375e-05,1.114e-05,3.276e-05
13000,54.06,4.786e-05,1.855e-05,7.782e-06,2.152e-05
14000,58.43,3.699e-05,1.442e-05,5.972e-06,1.660e-05
15000,62.41,5.101e-05,1.452e-05,8.583e-06,2.791e-05
16000,66.62,5.662e-04,8.273e-05,1.042e-04,3.793e-04
17000,70.62,2.643e-05,9.079e-06,4.063e-06,1.329e-05
18000,74.96,3.703e-05,1.002e-05,5.355e-06,2.166e-05
19000,79.07,2.284e-05,7.881e-06,4.667e-06,1.029e-05
20000,83.11,8.343e-05,9.682e-06,1.077e-05,6.298e-05
