epoch,elapsed (s),Loss,IC,BC,F
0,0.37,2.474e+00,2.471e+00,2.080e-33,2.484e-03
1000,287.91,2.153e-02,2.108e-02,9.286e-33,4.532e-04
2000,576.36,2.131e-02,2.061e-02,1.044e-32,6.980e-04
3000,861.91,4.596e-03,3.637e-03,1.381e-32,9.588e-04
4000,1147.76,1.328e-04,2.476e-05,2.383e-32,1.080e-04
5000,1432.70,4.121e-05,3.240e-06,2.498e-32,3.797e-05
6000,1720.71,2.896e-05,1.879e-06,2.654e-32,2.708e-05
7000,2009.62,1.928e-05,1.326e-06,3.599e-32,1.795e-05
8000,2295.64,1.264e-05,5.730e-07,3.016e-32,1.206e-05
9000,2578.52,8.835e-06,1.919e-07,4.306e-32,8.643e-06
10000,3765.20,5.505e-06,2.625e-07,3.081e-32,5.243e-06
11000,4179.67,3.655e-06,1.187e-07,4.495e-32,3.536e-06
12000,4466.95,2.574e-06,1.540e-07,2.687e-32,2.420e-06
13000,4755.69,1.648e-06,1.105e-07,3.846e-32,1.537e-06
14000,5043.16,1.222e-06,6.818e-08,4.281e-32,1.154e-06
15000,5330.87,1.010e-06,9.093e-08,3.254e-32,9.194e-07
16000,5621.44,6.724e-07,4.851e-08,2.966e-32,6.239e-07
17000,5907.16,1.414e-06,3.544e-07,4.051e-32,1.059e-06
18000,6193.16,5.157e-07,5.398e-08,5.136e-32,4.617e-07
19000,6484.49,4.598e-07,5.005e-08,4.257e-32,4.097e-07
20000,6775.76,3.438e-07,2.189e-08,4.421e-32,3.219e-07
