epoch,elapsed (s),Loss,IC,BC,F
0,0.36,1.795e+00,1.744e+00,4.296e-32,5.092e-02
1000,280.42,2.941e-02,2.079e-02,1.174e-31,8.619e-03
2000,562.28,1.787e-02,1.410e-02,1.295e-31,3.771e-03
3000,842.51,1.694e-02,1.340e-02,1.150e-31,3.539e-03
4000,1122.74,1.442e-02,1.117e-02,1.430e-31,3.249e-03
5000,1435.13,1.389e-02,1.044e-02,1.692e-31,3.457e-03
6000,1720.45,7.892e-03,5.740e-03,1.710e-31,2.152e-03
7000,2004.29,3.219e-03,1.962e-03,1.767e-31,1.257e-03
8000,2296.41,1.324e-03,5.993e-04,1.450e-31,7.248e-04
9000,2594.08,6.016e-04,1.680e-04,1.865e-31,4.336e-04
10000,2889.04,2.351e-04,5.295e-05,1.606e-31,1.821e-04
11000,3181.33,9.291e-05,1.382e-05,1.775e-31,7.908e-05
12000,24437.61,5.410e-05,4.804e-06,2.243e-31,4.929e-05
13000,47078.00,3.707e-05,3.698e-06,1.898e-31,3.337e-05
14000,54489.40,2.948e-05,3.354e-06,1.874e-31,2.612e-05
15000,55035.51,1.978e-05,3.842e-06,1.857e-31,1.593e-05
16000,55325.66,1.647e-05,2.821e-06,1.596e-31,1.365e-05
17000,55616.33,1.497e-05,4.019e-06,1.522e-31,1.095e-05
18000,55906.33,1.629e-05,2.100e-06,2.108e-31,1.419e-05
19000,56200.08,1.020e-05,1.800e-06,1.456e-31,8.396e-06
20000,56493.60,8.238e-06,2.027e-06,1.602e-31,6.210e-06
