epoch,elapsed (s),Loss,IC,BC,F
0,3.17,7.357e+00,3.899e+00,3.275e-06,3.458e+00
1000,3080.94,8.817e-02,2.042e-02,1.033e-03,6.672e-02
2000,6210.54,1.783e-02,1.585e-02,2.600e-04,1.723e-03
3000,9467.32,1.526e-02,1.312e-02,1.350e-03,7.900e-04
4000,12686.79,1.027e-02,6.636e-03,2.888e-03,7.440e-04
5000,15866.11,6.329e-03,2.893e-03,2.382e-03,1.055e-03
6000,75213.39,4.461e-03,1.927e-03,1.863e-03,6.702e-04
7000,81831.68,2.438e-03,7.995e-04,1.069e-03,5.698e-04
8000,85395.89,7.098e-04,9.846e-05,3.984e-04,2.130e-04
9000,88610.71,4.982e-04,8.770e-05,3.339e-04,7.660e-05
10000,92052.50,4.254e-04,6.914e-05,3.083e-04,4.802e-05
11000,95331.80,3.041e-04,5.240e-05,1.974e-04,5.434e-05
12000,98712.50,2.376e-04,4.212e-05,1.434e-04,5.218e-05
13000,102302.99,7.731e-05,1.374e-05,3.217e-05,3.140e-05
14000,131304.80,1.583e-05,4.479e-06,3.899e-06,7.450e-06
15000,160737.90,9.702e-06,3.777e-06,1.724e-06,4.201e-06
16000,164619.41,6.159e-06,3.639e-06,6.836e-07,1.836e-06
17000,168053.64,6.328e-06,4.287e-06,6.315e-07,1.410e-06
18000,171496.13,4.012e-06,2.738e-06,1.590e-07,1.115e-06
19000,175084.92,3.489e-06,2.345e-06,1.263e-07,1.018e-06
20000,178740.54,3.413e-06,2.054e-06,4.425e-07,9.168e-07
